id,date,store_nbr,family,sales,onpromotion,transactions,dcoilwtico,city,state,type,cluster,is_holiday,rolling_avg_7,rolling_avg_14,sales_lag_1,sales_lag_7,sales_lag_14
2950677,2017-07-18,5,HOME AND KITCHEN I,16.0,3,1178.0,46.4,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0,28.285714285714285,26.0,27.0,20.0,28.0
2686743,2017-02-20,44,HOME AND KITCHEN I,63.0,5,3018.0,53.41,Quito,Pichincha,A,5,0,106.28571428571428,116.85714285714286,163.0,92.0,103.0
1518794,2015-05-05,24,BEAUTY,5.0,0,2430.0,60.38,Guayaquil,Guayas,D,1,0,4.714285714285714,4.5,4.0,4.0,3.0
1432583,2015-03-17,54,LAWN AND GARDEN,0.0,0,860.0,43.39,El Carmen,Manabi,C,3,0,0.0,0.0,0.0,0.0,0.0
1528490,2015-05-10,45,PREPARED FOODS,288.463,0,4256.0,59.41,Quito,Pichincha,A,11,1,308.08885714285714,316.2872135714286,431.478,459.018,465.379
228965,2013-05-09,33,FROZEN FOODS,34.382,0,996.0,96.09,Quevedo,Los Rios,C,3,0,34.38885714285714,32.7655,40.629,45.0,30.254
573375,2013-11-18,47,AUTOMOTIVE,18.0,0,3466.0,93.03,Quito,Pichincha,A,14,0,16.142857142857142,15.5,32.0,17.0,6.0
919808,2014-06-02,17,SEAFOOD,14.0,0,1405.0,103.07,Quito,Pichincha,C,12,0,10.571428571428571,9.5,5.0,9.0,0.0
2930768,2017-07-07,41,BREAD/BAKERY,353.35,6,1092.0,44.25,Machala,El Oro,D,4,0,539.8557171428572,530.6872871428571,344.548,446.064,427.645
1668815,2015-07-28,33,BREAD/BAKERY,290.0,0,998.0,47.97,Quevedo,Los Rios,C,3,0,305.7142857142857,305.85714285714283,353.0,295.0,269.0
1149120,2014-10-08,50,PLAYERS AND ELECTRONICS,18.0,0,2410.0,87.29,Ambato,Tungurahua,A,14,0,23.428571428571427,22.714285714285715,13.0,18.0,10.0
1364557,2015-02-07,46,CLEANING,3834.0,6,4836.0,51.66,Quito,Pichincha,A,14,0,2978.0,2600.0714285714284,2199.0,3956.0,3225.0
161488,2013-04-01,4,LADIESWEAR,0.0,0,1525.0,97.1,Quito,Pichincha,D,9,0,0.0,0.0,0.0,0.0,0.0
2267652,2016-06-29,35,MEATS,173.641,0,498.0,49.85,Playas,Guayas,C,3,0,164.32742857142856,178.31814285714287,185.739,123.347,171.238
2406512,2016-09-15,31,LAWN AND GARDEN,1.0,0,1290.0,43.85,Babahoyo,Los Rios,B,10,0,1.2857142857142858,1.0714285714285714,0.0,0.0,0.0
1010374,2014-07-22,9,GROCERY II,7.0,0,1997.0,104.59,Quito,Pichincha,B,6,0,10.142857142857142,12.857142857142858,3.0,30.0,5.0
2023973,2016-02-13,48,HOME APPLIANCES,1.0,0,3692.0,29.32,Quito,Pichincha,A,14,0,0.7142857142857143,0.7142857142857143,0.0,1.0,2.0
930237,2014-06-08,10,AUTOMOTIVE,3.0,0,1085.0,103.32,Quito,Pichincha,C,15,0,1.1428571428571428,2.5,1.0,3.0,2.0
2152002,2016-04-25,40,CELEBRATION,8.0,0,1452.0,41.67,Machala,El Oro,C,3,1,4.571428571428571,2.857142857142857,1.0,1.0,2.0
754454,2014-03-01,28,DAIRY,752.0,0,1629.0,102.88,Guayaquil,Guayas,E,10,0,550.2857142857143,550.4285714285714,471.0,518.0,675.0
1473894,2015-04-10,14,HOME AND KITCHEN I,0.0,0,1189.0,51.63,Riobamba,Chimborazo,C,7,0,8.285714285714286,8.714285714285714,17.0,19.0,13.0
2661778,2017-02-06,43,SCHOOL AND OFFICE SUPPLIES,5.0,0,1480.0,53.01,Esmeraldas,Esmeraldas,E,10,0,4.857142857142857,3.071428571428572,10.0,1.0,2.0
1337259,2015-01-23,30,AUTOMOTIVE,5.0,0,699.0,45.26,Guayaquil,Guayas,C,3,0,3.142857142857143,2.7142857142857144,2.0,0.0,2.0
411919,2013-08-20,17,GROCERY II,7.0,0,1268.0,104.9,Quito,Pichincha,C,12,0,7.142857142857143,6.714285714285714,6.0,7.0,2.0
1337349,2015-01-23,32,MEATS,47.174,0,504.0,45.26,Guayaquil,Guayas,C,3,0,49.12571457142857,49.576214285714286,59.975002,55.892,66.53
1463653,2015-04-04,27,BOOKS,0.0,0,1990.0,49.13,Daule,Guayas,D,1,0,0.0,0.0,0.0,0.0,0.0
1160514,2014-10-15,21,BEVERAGES,0.0,0,0.0,81.82,Santo Domingo,Santo Domingo de los Tsachilas,B,6,0,0.0,0.0,0.0,0.0,0.0
247344,2013-05-19,49,DELI,370.795,0,2503.0,95.72,Quito,Pichincha,A,11,0,239.67185714285716,247.80857142857144,308.442,273.382,413.89
2669096,2017-02-10,49,MAGAZINES,19.0,0,3157.0,53.84,Quito,Pichincha,A,11,0,13.142857142857142,13.285714285714286,10.0,20.0,20.0
2975948,2017-08-02,1,DAIRY,941.0,3,1892.0,49.6,Quito,Pichincha,D,13,0,680.1428571428571,683.1428571428571,668.0,775.0,781.0
1887695,2015-11-28,24,PREPARED FOODS,155.821,0,2412.0,40.57,Guayaquil,Guayas,D,1,0,149.1185714285714,150.51264214285715,153.174,205.981,180.601
2819785,2017-05-06,28,BABY CARE,0.0,0,1475.0,46.23,Guayaquil,Guayas,E,10,0,0.0,0.0,0.0,0.0,0.0
2190901,2016-05-17,31,SCHOOL AND OFFICE SUPPLIES,9.0,2,1356.0,48.29,Babahoyo,Los Rios,B,10,0,15.571428571428571,21.5,11.0,15.0,1.0
2973049,2017-07-31,28,GROCERY II,20.0,0,1251.0,50.21,Guayaquil,Guayas,E,10,0,12.0,9.142857142857142,2.0,1.0,28.0
1829742,2015-10-26,48,MEATS,641.058,0,2244.0,43.19,Quito,Pichincha,A,14,0,967.133,920.0097857142856,1275.314,595.792,650.319
777601,2014-03-14,27,"LIQUOR,WINE,BEER",201.0,0,1214.0,99.23,Daule,Guayas,D,1,0,194.42857142857144,286.7857142857143,174.0,218.0,354.0
2877860,2017-06-07,7,PREPARED FOODS,173.565,0,2048.0,45.8,Quito,Pichincha,D,8,0,161.10614285714286,154.18221285714284,138.235,158.55899,127.894
128942,2013-03-14,27,FROZEN FOODS,40.57,0,961.0,93.03,Daule,Guayas,D,1,0,48.195142857142855,50.00978571428571,37.993,29.0,31.85
89148,2013-02-20,10,HOME AND KITCHEN I,0.0,0,984.0,94.92,Quito,Pichincha,C,15,0,0.0,0.0,0.0,0.0,0.0
2405170,2016-09-14,43,SCHOOL AND OFFICE SUPPLIES,0.0,0,962.0,43.62,Esmeraldas,Esmeraldas,E,10,0,0.0,0.0,0.0,0.0,0.0
545689,2013-11-03,20,BABY CARE,0.0,0,0.0,94.56,Quito,Pichincha,B,6,1,0.0,0.0,0.0,0.0,0.0
1671200,2015-07-29,5,HARDWARE,0.0,0,1303.0,48.77,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0,0.7142857142857143,1.0,1.0,2.0,3.0
1827498,2015-10-25,35,MEATS,175.226,0,753.0,43.91,Playas,Guayas,C,3,0,161.956,173.84414285714288,120.222,182.668,181.468
1100227,2014-09-11,3,CLEANING,1532.0,2,2735.0,92.89,Quito,Pichincha,D,8,0,2116.0,2202.0,1832.0,1764.0,1400.0
2709710,2017-03-05,39,HARDWARE,3.0,0,1664.0,53.33,Cuenca,Azuay,B,6,0,2.142857142857143,2.071428571428572,3.0,4.0,5.0
465012,2013-09-18,7,DELI,123.841,0,1858.0,108.23,Quito,Pichincha,D,8,0,150.5311442857143,156.92500071428572,125.204,157.984,178.678
1787261,2015-10-02,7,HARDWARE,0.0,0,2088.0,45.54,Quito,Pichincha,D,8,0,2.142857142857143,2.2857142857142856,1.0,1.0,3.0
1418683,2015-03-10,15,GROCERY II,15.0,0,1499.0,48.42,Ibarra,Imbabura,C,15,0,11.428571428571429,10.857142857142858,9.0,9.0,5.0
2274276,2016-07-03,21,HOME AND KITCHEN I,50.0,0,1377.0,49.02,Santo Domingo,Santo Domingo de los Tsachilas,B,6,0,27.428571428571427,25.714285714285715,43.0,38.0,18.0
221877,2013-05-05,34,HOME CARE,0.0,0,2764.0,95.25,Guayaquil,Guayas,B,6,0,0.0,0.0,0.0,0.0,0.0
1154411,2014-10-11,5,BREAD/BAKERY,394.56702,1,1408.0,85.87,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0,419.3972914285714,419.7095757142857,442.55402,443.422,419.025
803384,2014-03-28,5,SEAFOOD,14.5291,0,1400.0,101.73,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0,16.40115714285714,15.553628571428572,7.315,10.2547,19.863201
616166,2013-12-12,47,MAGAZINES,0.0,0,3902.0,97.21,Quito,Pichincha,A,14,0,0.0,0.0,0.0,0.0,0.0
2190765,2016-05-17,28,PLAYERS AND ELECTRONICS,12.0,0,1270.0,48.29,Guayaquil,Guayas,E,10,0,7.142857142857143,5.785714285714286,3.0,3.0,6.0
2925337,2017-07-04,39,LADIESWEAR,1.0,0,1480.0,46.02,Cuenca,Azuay,B,6,0,3.2857142857142856,6.214285714285714,1.0,1.0,3.0
2260639,2016-06-25,39,CLEANING,1475.0,10,1569.0,46.7,Cuenca,Azuay,B,6,0,1339.7142857142858,1334.071428571429,963.0,1609.0,1443.0
1263263,2014-12-11,53,MAGAZINES,0.0,0,667.0,60.01,Manta,Manabi,D,13,0,2.142857142857143,1.4285714285714286,4.0,0.0,1.0
357980,2013-07-20,52,PREPARED FOODS,0.0,0,0.0,108.0,Manta,Manabi,A,11,0,0.0,0.0,0.0,0.0,0.0
2974468,2017-08-01,18,GROCERY II,30.0,0,1499.0,49.19,Quito,Pichincha,B,16,0,15.571428571428571,13.714285714285714,14.0,4.0,9.0
2075348,2016-03-13,4,FROZEN FOODS,159.736,1,1685.0,38.51,Quito,Pichincha,D,9,0,106.53542857142858,112.765,140.607,182.0,191.0
2741322,2017-03-23,26,GROCERY I,2551.0,21,574.0,47.0,Guayaquil,Guayas,D,10,0,1950.2857142857144,1748.928571428571,1431.0,1807.0,1197.0
1949388,2016-01-02,6,GROCERY I,6224.0,13,0.0,37.13,Quito,Pichincha,D,13,0,4665.714285714285,5773.428571428572,0.0,5320.0,4719.0
1871498,2015-11-19,20,BEAUTY,2.0,0,1234.0,40.55,Quito,Pichincha,B,6,0,3.0,3.928571428571429,3.0,6.0,7.0
1080831,2014-08-31,35,HOME AND KITCHEN I,0.0,0,797.0,97.86,Playas,Guayas,C,3,0,0.0,0.0,0.0,0.0,0.0
2430159,2016-09-28,45,CELEBRATION,28.0,0,3007.0,47.07,Quito,Pichincha,A,11,0,36.71428571428572,38.0,32.0,52.0,17.0
1324954,2015-01-16,35,BOOKS,0.0,0,658.0,48.49,Playas,Guayas,C,3,0,0.0,0.0,0.0,0.0,0.0
60666,2013-02-04,11,GROCERY I,6282.0,0,2439.0,96.21,Cayambe,Pichincha,B,6,0,5253.285714285715,4455.785714285715,7867.0,3897.0,4309.0
910967,2014-05-28,2,BEAUTY,2.0,0,1877.0,103.37,Quito,Pichincha,D,13,0,2.4285714285714284,2.357142857142857,1.0,3.0,0.0
1128615,2014-09-27,26,HOME AND KITCHEN I,2.0,0,714.0,95.55,Guayaquil,Guayas,D,10,0,5.428571428571429,5.0,1.0,9.0,12.0
116658,2013-03-07,32,BEVERAGES,245.0,0,696.0,91.53,Guayaquil,Guayas,C,3,0,209.28571428571428,206.14285714285717,178.0,216.0,136.0
2852700,2017-05-24,50,HOME AND KITCHEN I,333.0,1,2242.0,50.99,Ambato,Tungurahua,A,14,0,103.57142857142856,76.21428571428571,36.0,50.0,30.0
1158974,2014-10-14,28,HARDWARE,0.0,0,1162.0,81.72,Guayaquil,Guayas,E,10,0,1.2857142857142858,1.3571428571428572,1.0,0.0,2.0
1182445,2014-10-27,36,"LIQUOR,WINE,BEER",17.0,0,946.0,81.26,Libertad,Guayas,E,10,0,85.71428571428571,82.0,0.0,37.0,91.0
871093,2014-05-05,5,PERSONAL CARE,374.0,0,1586.0,99.74,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0,333.42857142857144,280.85714285714283,476.0,208.0,223.0
2729128,2017-03-16,33,POULTRY,186.655,0,865.0,48.3,Quevedo,Los Rios,C,3,0,233.29685714285716,219.7529992857143,256.632,199.65599,228.311
2193934,2016-05-19,17,POULTRY,222.876,0,1297.0,48.16,Quito,Pichincha,C,12,0,321.11614285714285,325.2750714285714,239.556,230.135,310.221
1558945,2015-05-27,5,PERSONAL CARE,280.0,4,1397.0,57.51,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0,331.7142857142857,338.6428571428572,275.0,314.0,231.0
2021682,2016-02-12,34,BEVERAGES,2701.0,13,2433.0,29.32,Guayaquil,Guayas,B,6,0,2636.714285714286,2923.6428571428573,2310.0,5190.0,2409.0
966997,2014-06-28,40,SCHOOL AND OFFICE SUPPLIES,0.0,0,1284.0,106.46,Machala,El Oro,C,3,1,0.0,0.0,0.0,0.0,0.0
1832646,2015-10-28,3,MEATS,605.903,0,3012.0,45.93,Quito,Pichincha,D,8,0,788.3408571428572,802.3716457142857,526.696,640.935,588.331
1004293,2014-07-19,38,BOOKS,0.0,0,2219.0,103.83,Loja,Loja,D,4,0,0.0,0.0,0.0,0.0,0.0
459893,2013-09-16,13,BREAD/BAKERY,154.0,0,935.0,106.54,Latacunga,Cotopaxi,C,15,0,151.42857142857142,165.07142857142858,191.0,177.0,232.0
1819501,2015-10-21,11,GROCERY II,11.0,0,1910.0,45.22,Cayambe,Pichincha,B,6,0,13.428571428571429,11.571428571428571,8.0,4.0,10.0
1397290,2015-02-26,15,BOOKS,0.0,0,1365.0,47.65,Ibarra,Imbabura,C,15,0,0.0,0.0,0.0,0.0,0.0
2283806,2016-07-08,39,DAIRY,633.0,8,1390.0,45.37,Cuenca,Azuay,B,6,0,752.2857142857143,701.6428571428571,513.0,652.0,577.0
988141,2014-07-10,34,"LIQUOR,WINE,BEER",61.0,0,2279.0,103.61,Guayaquil,Guayas,B,6,0,53.285714285714285,70.07142857142857,21.0,321.0,26.0
402085,2013-08-14,40,GROCERY II,11.0,0,983.0,106.89,Machala,El Oro,C,3,0,7.0,6.285714285714286,5.0,6.0,16.0
656775,2014-01-05,37,DELI,123.256,0,1395.0,93.66,Cuenca,Azuay,D,2,0,128.76304285714286,126.62530657142857,174.847,73.395,111.508
1307487,2015-01-06,44,PLAYERS AND ELECTRONICS,0.0,0,3912.0,47.98,Quito,Pichincha,A,5,0,6.0,38.57142857142857,0.0,74.0,58.0
2924404,2017-07-04,13,EGGS,122.0,0,859.0,46.02,Latacunga,Cotopaxi,C,15,0,66.28571428571429,52.785714285714285,40.0,17.0,79.0
2130667,2016-04-13,41,"LIQUOR,WINE,BEER",38.0,0,982.0,41.7,Machala,El Oro,D,4,0,48.57142857142857,50.92857142857143,26.0,46.0,20.0
1614761,2015-06-28,17,BREAD/BAKERY,446.0,39,1530.0,59.41,Quito,Pichincha,C,12,0,252.8571428571429,261.2142857142857,213.0,329.0,455.0
2899654,2017-06-20,19,EGGS,57.0,1,1073.0,43.34,Guaranda,Bolivar,C,15,0,77.28571428571429,66.78571428571429,74.0,61.0,50.0
1314676,2015-01-10,46,"LIQUOR,WINE,BEER",192.0,0,4433.0,48.35,Quito,Pichincha,A,14,1,83.0,208.57142857142856,125.0,193.0,372.0
2389654,2016-09-05,9,PERSONAL CARE,561.0,5,2071.0,44.39,Quito,Pichincha,B,6,0,615.4285714285714,497.3571428571428,793.0,412.0,503.0
2143709,2016-04-20,8,PREPARED FOODS,218.742,1,3160.0,42.72,Quito,Pichincha,D,8,1,201.34328857142856,201.43607357142852,157.612,207.763,180.351
2210467,2016-05-28,30,POULTRY,81.358,0,634.0,49.36,Guayaquil,Guayas,C,3,0,97.37557142857143,100.7675,95.686,81.858,88.462
2334516,2016-08-06,11,PRODUCE,1411.919,1,2446.0,41.83,Cayambe,Pichincha,B,6,0,1489.4304285714286,1354.1283642857145,1226.435,1242.398,1064.747
1050761,2014-08-14,41,DAIRY,348.0,1,843.0,95.54,Machala,El Oro,D,4,0,524.0,523.2857142857143,400.0,356.0,411.0
1228930,2014-11-22,40,EGGS,181.0,0,1387.0,76.52,Machala,El Oro,C,3,0,171.14285714285714,173.78571428571428,178.0,171.0,236.0
1821184,2015-10-21,9,GROCERY II,5.0,0,1625.0,45.22,Quito,Pichincha,B,6,0,9.428571428571429,10.642857142857142,2.0,5.0,3.0
400387,2013-08-13,42,SCHOOL AND OFFICE SUPPLIES,0.0,0,0.0,106.78,Cuenca,Azuay,D,2,0,0.0,0.0,0.0,0.0,0.0
2718853,2017-03-10,45,HOME AND KITCHEN II,93.0,3,3764.0,48.05,Quito,Pichincha,A,11,0,114.57142857142856,113.35714285714286,84.0,68.0,86.0
2550647,2016-12-05,26,FROZEN FOODS,32.129,1,564.0,51.72,Guayaquil,Guayas,D,10,0,66.83842857142858,74.12914292857144,80.31,25.894001,32.609
690840,2014-01-24,42,HOME CARE,0.0,0,0.0,96.66,Cuenca,Azuay,D,2,0,0.0,0.0,0.0,0.0,0.0
2191708,2016-05-17,54,GROCERY II,2.0,1,869.0,48.29,El Carmen,Manabi,C,3,0,10.0,10.071428571428571,19.0,2.0,16.0
2318078,2016-07-27,5,PET SUPPLIES,3.0,0,1218.0,41.9,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0,2.4285714285714284,2.571428571428572,2.0,3.0,2.0
172174,2013-04-07,4,GROCERY II,42.0,0,1895.0,92.76,Quito,Pichincha,D,9,0,26.142857142857142,30.642857142857142,21.0,57.0,57.0
188948,2013-04-17,10,MAGAZINES,0.0,0,1101.0,86.65,Quito,Pichincha,C,15,0,0.0,0.0,0.0,0.0,0.0
1606912,2015-06-23,46,EGGS,176.0,4,3039.0,61.05,Quito,Pichincha,A,14,0,207.14285714285717,208.78571428571428,184.0,166.0,163.0
1739666,2015-09-06,21,BREAD/BAKERY,984.0,69,1840.0,46.02,Santo Domingo,Santo Domingo de los Tsachilas,B,6,0,716.8571428571429,682.2857142857143,939.0,1032.0,1000.0
1975362,2016-01-17,34,HOME AND KITCHEN I,23.0,0,2119.0,29.45,Guayaquil,Guayas,B,6,0,32.857142857142854,31.571428571428573,63.0,28.0,34.0
2515637,2016-11-15,43,HARDWARE,0.0,0,0.0,45.86,Esmeraldas,Esmeraldas,E,10,0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0
2327561,2016-08-02,17,BREAD/BAKERY,359.0,2,1549.0,39.5,Quito,Pichincha,C,12,0,328.57142857142856,325.1428571428572,388.0,307.0,308.0
307513,2013-06-22,37,LADIESWEAR,0.0,0,1630.0,93.81,Cuenca,Azuay,D,2,0,0.0,0.0,0.0,0.0,0.0
953336,2014-06-20,8,SEAFOOD,65.621,6,2715.0,107.95,Quito,Pichincha,D,8,1,56.31128614285715,57.07892907142857,57.148,50.329002,72.893
2539387,2016-11-29,10,BOOKS,0.0,0,796.0,45.29,Quito,Pichincha,C,15,0,0.0,0.0,0.0,0.0,0.0
814220,2014-04-03,54,FROZEN FOODS,12.703,0,786.0,100.29,El Carmen,Manabi,C,3,0,15.243285714285715,18.89242857142857,9.0,30.0,14.0
309204,2013-06-23,34,PLAYERS AND ELECTRONICS,0.0,0,2389.0,93.81,Guayaquil,Guayas,B,6,0,0.0,0.0,0.0,0.0,0.0
1884403,2015-11-26,32,BOOKS,0.0,0,529.0,41.22,Guayaquil,Guayas,C,3,0,0.0,0.0,0.0,0.0,0.0
78674,2013-02-14,17,BEAUTY,1.0,0,1309.0,97.3,Quito,Pichincha,C,12,0,0.4285714285714285,0.7142857142857143,1.0,1.0,1.0
1138498,2014-10-02,52,SCHOOL AND OFFICE SUPPLIES,0.0,0,0.0,91.02,Manta,Manabi,A,11,0,0.0,0.0,0.0,0.0,0.0
1804231,2015-10-12,32,"LIQUOR,WINE,BEER",2.0,0,557.0,47.09,Guayaquil,Guayas,C,3,0,66.0,56.642857142857146,0.0,35.0,1.0
867470,2014-05-03,48,SEAFOOD,45.818,0,4413.0,100.09,Quito,Pichincha,A,14,0,34.51605714285714,32.12555728571429,30.6224,37.774002,8.444
2394566,2016-09-08,46,LAWN AND GARDEN,4.0,0,2942.0,47.63,Quito,Pichincha,A,14,0,6.285714285714286,7.357142857142857,4.0,5.0,3.0
404391,2013-08-15,6,DELI,208.894,0,1561.0,107.43,Quito,Pichincha,D,13,0,246.208,270.0954285714286,219.19,221.716,290.649
2681194,2017-02-17,39,EGGS,558.0,1,1312.0,53.41,Cuenca,Azuay,B,6,0,526.5714285714286,497.3571428571428,245.0,245.0,363.0
597377,2013-12-02,20,FROZEN FOODS,0.0,0,0.0,93.61,Quito,Pichincha,B,6,0,0.0,0.0,0.0,0.0,0.0
848693,2014-04-23,21,SEAFOOD,0.0,0,0.0,101.47,Santo Domingo,Santo Domingo de los Tsachilas,B,6,0,0.0,0.0,0.0,0.0,0.0
2196600,2016-05-20,41,LINGERIE,0.0,0,1028.0,47.67,Machala,El Oro,D,4,0,3.142857142857143,3.7142857142857135,2.0,1.0,2.0
1521237,2015-05-06,42,BEVERAGES,0.0,0,0.0,60.93,Cuenca,Azuay,D,2,0,0.0,0.0,0.0,0.0,0.0
608146,2013-12-08,22,"LIQUOR,WINE,BEER",0.0,0,0.0,97.48,Puyo,Pastaza,C,7,0,0.0,0.0,0.0,0.0,0.0
2588937,2016-12-27,5,LINGERIE,12.0,0,1426.0,52.82,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0,18.428571428571427,14.357142857142858,13.0,14.0,14.0
2825481,2017-05-09,37,LINGERIE,8.0,1,1451.0,45.84,Cuenca,Azuay,D,2,0,7.285714285714286,6.0,15.0,1.0,3.0
2100121,2016-03-27,35,BABY CARE,0.0,0,685.0,38.14,Playas,Guayas,C,3,0,0.0,0.2857142857142857,0.0,0.0,1.0
1160093,2014-10-15,1,FROZEN FOODS,126.0,1,1872.0,81.82,Quito,Pichincha,D,13,0,85.86757142857142,105.2952142857143,89.743,131.835,142.0
1458785,2015-04-01,4,LAWN AND GARDEN,12.0,2,1665.0,50.12,Quito,Pichincha,D,9,0,9.285714285714286,8.0,6.0,11.0,1.0
1614773,2015-06-28,17,HOME APPLIANCES,0.0,0,1530.0,59.41,Quito,Pichincha,C,12,0,0.0,0.0,0.0,0.0,0.0
1309821,2015-01-08,10,HOME CARE,0.0,0,998.0,48.8,Quito,Pichincha,C,15,0,0.0,109.78571428571428,0.0,0.0,271.0
565784,2013-11-14,33,SEAFOOD,18.0,0,936.0,93.76,Quevedo,Los Rios,C,3,0,4.857142857142857,3.642857142857143,1.0,4.0,1.0
2589834,2016-12-28,25,PLAYERS AND ELECTRONICS,32.0,0,1893.0,54.01,Salinas,Santa Elena,D,1,0,21.857142857142858,13.357142857142858,27.0,10.0,8.0
1250170,2014-12-04,36,SCHOOL AND OFFICE SUPPLIES,1.0,0,1083.0,66.73,Libertad,Guayas,E,10,0,1.5714285714285714,1.2142857142857142,2.0,1.0,0.0
1564541,2015-05-30,8,FROZEN FOODS,240.721,1,2939.0,60.25,Quito,Pichincha,D,8,0,192.73900000000003,195.4564285714286,222.469,292.655,272.0
2618755,2017-01-13,37,CLEANING,864.0,11,1526.0,52.36,Cuenca,Azuay,D,2,0,1110.0,1128.428571428571,989.0,1144.0,1208.0
645251,2013-12-30,14,BEAUTY,1.0,0,2103.0,98.9,Riobamba,Chimborazo,C,7,0,0.7142857142857143,1.1428571428571428,0.0,1.0,2.0
1031923,2014-08-04,13,GROCERY II,6.0,0,985.0,98.26,Latacunga,Cotopaxi,C,15,0,6.285714285714286,8.642857142857142,0.0,3.0,9.0
2500698,2016-11-07,24,MEATS,359.487,0,2140.0,44.88,Guayaquil,Guayas,D,1,0,377.98814285714286,378.7387857142857,296.968,332.068,284.00198
2959883,2017-07-23,9,HARDWARE,1.0,0,1937.0,45.78,Quito,Pichincha,B,6,0,0.5714285714285714,0.6428571428571429,0.0,2.0,4.0
2024039,2016-02-13,5,HOME APPLIANCES,0.0,0,1581.0,29.32,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0,0.8571428571428571,1.1428571428571428,2.0,3.0,0.0
1375793,2015-02-14,11,MAGAZINES,0.0,0,2848.0,52.66,Cayambe,Pichincha,B,6,0,0.0,0.0,0.0,0.0,0.0
2247433,2016-06-18,19,BABY CARE,0.0,0,1805.0,48.0,Guaranda,Bolivar,C,15,0,0.1428571428571428,0.3571428571428571,1.0,0.0,1.0
2434887,2016-10-01,28,HOME AND KITCHEN I,58.0,0,1500.0,47.72,Guayaquil,Guayas,E,10,0,39.85714285714285,34.714285714285715,47.0,33.0,45.0
2870770,2017-06-03,9,BABY CARE,2.0,0,2436.0,47.68,Quito,Pichincha,B,6,0,0.8571428571428571,0.5,3.0,0.0,0.0
2745316,2017-03-25,38,GROCERY II,32.0,0,1902.0,47.3,Loja,Loja,D,4,0,21.0,17.928571428571427,28.0,19.0,27.0
130123,2013-03-15,10,BOOKS,0.0,0,906.0,93.49,Quito,Pichincha,C,15,0,0.0,0.0,0.0,0.0,0.0
1844800,2015-11-04,21,BABY CARE,0.0,0,1043.0,46.32,Santo Domingo,Santo Domingo de los Tsachilas,B,6,0,0.0,0.0,0.0,0.0,0.0
1003447,2014-07-19,14,HOME AND KITCHEN II,7.0,0,1817.0,103.83,Riobamba,Chimborazo,C,7,0,10.285714285714286,10.142857142857142,8.0,20.0,8.0
1653306,2015-07-19,48,CELEBRATION,41.0,0,4077.0,50.88,Quito,Pichincha,A,14,0,29.0,28.928571428571427,43.0,27.0,35.0
415902,2013-08-22,29,BEVERAGES,0.0,0,0.0,104.93,Guayaquil,Guayas,E,10,0,0.0,0.0,0.0,0.0,0.0
2716539,2017-03-09,30,GROCERY I,1720.0,21,784.0,48.75,Guayaquil,Guayas,C,3,0,1803.142857142857,1638.428571428571,1924.0,2031.0,1187.0
